bad_loan,loan_request,amt_due_on_mort,value_of_property,years_at_job,num_derog_reports,num_delinq_lines,oldest_cl_age,num_recent_cl,num_of_cl,debt_to_inc_ratio,reason_for_loan_DebtCon,reason_for_loan_HomeImp,occupation_Mgr,occupation_Office,occupation_Other,occupation_ProfExe,occupation_Sales,occupation_Self
0.0,-1.343310920439123,0.6151298958351604,0.18961106150781068,-0.3970738251886675,-0.2878021319597589,-0.3907769734460811,-1.0798641046913713,-0.693179769798292,-0.749574087970235,-0.657292246198049,0,1,0,1,0,0,0,0
1.0,-1.343310920439123,-0.575554860007114,-0.7399064043895374,0.5393238614481641,0.9960187737765066,3.280487740563884,-0.9752717116253939,-0.693179769798292,-0.4518388509691166,0.10042619969904558,1,0,0,1,0,0,0,0
0.0,-1.343310920439123,-0.48816892096453723,-0.6882098540375441,1.475721548084996,-0.2878021319597589,-0.3907769734460811,0.27653303544692215,-0.693179769798292,-0.15410361396799827,-1.8363033222162837,0,1,0,1,0,0,0,0
1.0,-1.3345189092146592,-1.2748705340684658,-1.4292398640178554,-0.5308449232796435,-0.2878021319597589,-0.3907769734460811,-0.5967367382140436,-0.10598248009304298,-1.2457994829720989,-1.0218846656621736,0,1,0,0,1,0,0,0
1.0,-1.3257268979901955,-1.2457114661581752,-0.10529622522749775,-0.9856666567889618,0.9960187737765066,5.116120097568866,0.8429867334894204,-0.10598248009304298,0.3421217810338656,0.10042619969904558,0,1,1,0,0,0,0,0
0.0,-1.3257268979901955,-0.5145672320539005,-0.6973765223836653,1.475721548084996,-0.2878021319597589,-0.3907769734460811,0.2704309344143254,-0.693179769798292,-0.15410361396799827,-1.8896700305265464,0,1,0,1,0,0,0,0
0.0,-1.3257268979901955,-1.4189318445423118,-0.9985621121560342,-0.2633027270976916,-0.2878021319597589,-0.3907769734460811,0.28093120814979256,-0.693179769798292,-1.0473093249713532,1.0313713053479145,0,1,0,0,0,0,0,1
1.0,-1.3169348867657318,-1.0001866384722304,-1.000032238211544,0.2717816652662122,-0.2878021319597589,-0.3907769734460811,-0.4045731078853622,-0.693179769798292,-0.749574087970235,-1.3067019537307027,0,1,0,0,1,0,0,0
1.0,-1.3169348867657318,-1.3514644237201447,-1.4128436345987556,-0.7315015704161074,-0.2878021319597589,0.5270392050564102,-0.3556504635130528,2.2428066787279533,-1.3450445619724716,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.3169348867657318,-0.4770346289925327,-0.7053152030834193,-0.12953162900671564,-0.2878021319597589,3.280487740563884,-0.1053812637008456,-0.10598248009304298,0.9375922550361022,0.10042619969904558,1,0,0,0,0,1,0,0
0.0,-1.3169348867657318,0.6482133453421411,0.25877616851939345,-0.9321582175525713,-0.2878021319597589,-0.3907769734460811,-1.1172649416887146,-0.693179769798292,-0.8488191669706077,-0.6638491971199738,0,1,0,1,0,0,0,0
1.0,-1.3169348867657318,-1.1985960708258199,-1.1204096187568346,-0.6646160213706195,-0.2878021319597589,0.5270392050564102,-1.1021632715688814,0.48121480961220603,-0.749574087970235,0.10042619969904558,1,0,1,0,0,0,0,0
0.0,-1.308142875541268,0.7171410011770301,0.15555602382193756,-1.0659293156435474,-0.2878021319597589,-0.3907769734460811,-1.006605639933542,-0.693179769798292,-0.8488191669706077,-0.6576378281884615,0,1,0,1,0,0,0,0
0.0,-1.308142875541268,-0.4378364453697789,-0.7264677226821105,1.6094926461759718,-0.2878021319597589,-0.3907769734460811,0.2919261278702409,-0.693179769798292,-0.25334869296837104,-1.6598145393125583,0,1,0,1,0,0,0,0
1.0,-1.308142875541268,-0.19225457725364967,-0.40075697118370407,-0.9990437665980594,-0.2878021319597589,1.4448553835589015,-0.6340310242982207,1.068412099317455,-0.9480642459709805,0.10042619969904558,0,1,0,0,1,0,0,0
1.0,-1.308142875541268,-1.0760275944454747,-1.2421706473543697,0.2717816652662122,-0.2878021319597589,-0.3907769734460811,-0.7363824920543119,-0.693179769798292,-1.3450445619724716,0.9142086931931611,0,1,0,1,0,0,0,0
1.0,-1.308142875541268,-1.2944239935356951,-0.8953592630592313,1.7432637442669479,3.5636605852490373,0.5270392050564102,-1.1166093876322396,-0.10598248009304298,-1.2457994829720989,0.10042619969904558,0,1,0,0,0,1,0,0
1.0,-1.308142875541268,-1.007807239944873,-1.1515416999323407,-0.3970738251886675,-0.2878021319597589,-0.3907769734460811,-1.0369605315421844,-0.10598248009304298,0.44136686003423836,0.10042619969904558,1,0,0,0,1,0,0,0
1.0,-1.308142875541268,-0.7308645433133333,-0.4679330841201851,-1.1328148646890353,-0.2878021319597589,2.3626715620613927,-0.5215855804063781,-0.693179769798292,-0.6503290089698621,0.10042619969904558,0,1,0,0,1,0,0,0
1.0,-1.308142875541268,-0.358960938510722,-0.5939315348777197,-0.7315015704161074,-0.2878021319597589,0.5270392050564102,-0.14052046491704642,-0.693179769798292,-0.3525937719687438,0.10042619969904558,0,1,0,0,1,0,0,0
1.0,-1.308142875541268,-1.5522467379694074,-1.4836172324710728,-0.2633027270976916,-0.2878021319597589,-0.3907769734460811,-1.9732250261654976,-0.693179769798292,-0.4518388509691166,0.10042619969904558,1,0,0,0,1,0,0,0
1.0,-1.308142875541268,-0.6555711754698599,-0.7857397461201435,-0.7315015704161074,-0.2878021319597589,-0.3907769734460811,-0.21860757876986972,1.068412099317455,-0.5510839299694894,0.10042619969904558,0,1,1,0,0,0,0,0
1.0,-1.308142875541268,-1.5225857142734935,-1.5178625217641295,1.208179351903044,-0.2878021319597589,0.5270392050564102,-1.1111432896613707,0.48121480961220603,0.14363162303312005,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.308142875541268,-0.17643156192048337,-0.427720812601823,-0.9589124371707666,2.2798396795127718,-0.3907769734460811,1.1518212686619622,-0.10598248009304298,-1.543534719973217,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.308142875541268,-0.26769625021560267,-0.4458811932875349,-0.6646160213706195,-0.2878021319597589,-0.3907769734460811,-0.8327627288762027,-0.693179769798292,-0.6503290089698621,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.308142875541268,-0.21658802477033587,-0.688192558436891,-0.5308449232796435,2.2798396795127718,-0.3907769734460811,-0.2385197927923834,-0.10598248009304298,0.14363162303312005,0.10042619969904558,0,1,0,0,0,0,1,0
1.0,-1.308142875541268,0.006097814669755306,-0.18644718349165043,-0.8518955586979858,0.9960187737765066,2.3626715620613927,0.06992430673300233,-0.10598248009304298,-1.2457994829720989,0.10042619969904558,0,1,0,0,0,1,0,0
1.0,-1.308142875541268,-0.42740945473206154,-0.7744976056956553,0.4055527633571882,2.2798396795127718,-0.3907769734460811,-0.4048453452157341,-0.693179769798292,0.04438654403274728,0.10042619969904558,1,0,0,0,1,0,0,0
0.0,-1.308142875541268,-0.13935528230059113,-0.3992176627255818,0.2717816652662122,-0.2878021319597589,0.5270392050564102,0.37113719460845057,-0.693179769798292,0.3421217810338656,0.6290864333888612,0,1,1,0,0,0,0,0
0.0,-1.308142875541268,-0.14145437013137888,-0.5519897032940516,0.13801056717523627,-0.2878021319597589,1.4448553835589015,0.552030107348183,-0.693179769798292,0.3421217810338656,0.6340562555793807,0,1,1,0,0,0,0,0
1.0,-1.2993508643168044,-0.19225457725364967,-1.4640386125318101,-1.1997004137345233,-0.2878021319597589,-0.3907769734460811,-0.9357441839447651,-0.693179769798292,-0.25334869296837104,-0.06962835920117845,0,1,0,0,1,0,0,0
1.0,-1.2993508643168044,-0.3475528524738321,-0.6707240017773014,-0.12953162900671564,0.9960187737765066,1.4448553835589015,-1.367269022974472,0.48121480961220603,-0.6503290089698621,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.2993508643168044,-0.3591434678873123,-0.6915306093629314,-0.2633027270976916,-0.2878021319597589,3.280487740563884,-0.17755284588444672,-0.10598248009304298,0.9375922550361022,-1.5974971940643894,1,0,0,0,0,1,0,0
0.0,-1.2905588530923406,-0.3921812850501455,-0.7707271647532884,1.3419504499940198,-0.2878021319597589,-0.3907769734460811,0.35536315142829883,-0.10598248009304298,-0.15410361396799827,-2.027005195690972,0,1,0,1,0,0,0,0
1.0,-1.2905588530923406,-0.8882961306224142,-0.9262665014262477,-0.9321582175525713,0.9960187737765066,-0.3907769734460811,-1.020952673206455,-0.10598248009304298,-1.64277979897359,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.2905588530923406,-0.13764406939505763,-0.46317679394059386,-0.6646160213706195,-0.2878021319597589,-0.3907769734460811,-0.6070909700324669,-0.693179769798292,0.9375922550361022,0.10042619969904558,1,0,0,0,0,0,1,0
0.0,-1.2905588530923406,-0.17022556311641523,-0.36021608325293386,-0.7983871194615955,-0.2878021319597589,-0.3907769734460811,-0.8244230729102048,-0.693179769798292,-0.6503290089698621,1.2001662772114579,0,1,0,0,1,0,0,0
0.0,-1.2905588530923406,-0.5365620219330243,-0.7824362863954093,1.3419504499940198,-0.2878021319597589,-0.3907769734460811,0.3421121951944387,-0.693179769798292,-0.25334869296837104,-1.871039924714328,0,1,0,1,0,0,0,0
0.0,-1.281766841867877,-0.05765057010438555,-0.4338088640316997,-0.7983871194615955,-0.2878021319597589,-0.3907769734460811,-0.5942120347473654,-0.693179769798292,0.9375922550361022,-0.02464137530809233,1,0,0,0,0,0,1,0
0.0,-1.281766841867877,-0.11220403753279314,-0.4138497408780697,-0.3970738251886675,-0.2878021319597589,-0.3907769734460811,-0.8848385314899659,-0.693179769798292,-0.749574087970235,0.9829047369393105,0,1,0,0,1,0,0,0
0.0,-1.281766841867877,-0.03905538986425498,-0.41082301076378436,-0.9321582175525713,2.2798396795127718,-0.3907769734460811,0.9757773878857073,-0.693179769798292,-1.64277979897359,0.2727621257477665,0,1,0,0,1,0,0,0
0.0,-1.2729748306434132,-0.45093292814012853,-0.6902853261159111,-0.2633027270976916,-0.2878021319597589,2.3626715620613927,-0.21403935763333784,-0.693179769798292,0.8383471760357295,-1.4253349910406246,1,0,0,0,0,1,0,0
1.0,-1.2729748306434132,-0.47096552722090723,-0.6867397279820341,0.6730949595391401,0.9960187737765066,2.3626715620613927,-1.0635758419955499,-0.693179769798292,-0.4518388509691166,0.6329669338013683,1,0,0,1,0,0,0,0
0.0,-1.2641828194189495,-0.17353390806711333,-0.4270808753776598,-0.6646160213706195,0.9960187737765066,-0.3907769734460811,-1.1632773887019003,-0.693179769798292,-0.6503290089698621,0.8374127732552371,0,1,0,0,1,0,0,0
1.0,-1.2641828194189495,-0.7924682079125389,-0.6534284011242425,-1.0659293156435474,-0.2878021319597589,-0.3907769734460811,-0.12060825089453277,-0.10598248009304298,-0.25334869296837104,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.2641828194189495,-0.060479775441534246,-0.42431357927317037,-0.6646160213706195,-0.2878021319597589,-0.3907769734460811,-0.7250757957886299,-0.693179769798292,-0.749574087970235,0.9319968146800215,0,1,0,0,1,0,0,0
1.0,-1.2641828194189495,-0.9023508926198626,-0.9993404141854217,-0.7315015704161074,-0.2878021319597589,0.5270392050564102,-0.6801024214093072,0.48121480961220603,0.04438654403274728,0.10042619969904558,0,1,1,0,0,0,0,0
1.0,-1.2641828194189495,-0.16463560095833918,-0.29022078741000423,0.13801056717523627,-0.2878021319597589,3.280487740563884,-0.642620606778693,-0.693179769798292,1.2353274920372206,0.10042619969904558,1,0,0,0,0,1,0,0
0.0,-1.2641828194189495,-0.64416308943297,-0.9301580115731859,-0.3970738251886675,-0.2878021319597589,-0.3907769734460811,-1.1068484983977083,-0.693179769798292,-0.3525937719687438,0.10042619969904558,0,1,0,0,1,0,0,0
1.0,-1.2641828194189495,1.010009385916068,0.7452668236886361,-0.5977304723251314,2.2798396795127718,-0.3907769734460811,0.27177949601970974,-0.10598248009304298,-0.15410361396799827,0.10042619969904558,0,1,0,0,0,1,0,0
1.0,-1.2641828194189495,0.37115656785023265,0.03493650486750434,-0.3970738251886675,2.2798396795127718,2.3626715620613927,-1.1779077719721522,1.068412099317455,-1.146554403971726,0.10042619969904558,0,1,0,0,1,0,0,0
0.0,-1.246598796970022,-0.13278422474334253,-0.11371918274553747,-0.9321582175525713,-0.2878021319597589,-0.3907769734460811,-0.443212767160936,-0.693179769798292,0.24287670203349282,0.11352401449931777,1,0,1,0,0,0,0,0
0.0,-1.246598796970022,-0.04284287442850244,-0.26313587678731387,-0.9321582175525713,2.2798396795127718,-0.3907769734460811,1.2099126709566033,-0.693179769798292,-1.64277979897359,0.27849415112489356,0,1,0,0,1,0,0,0
1.0,-1.246598796970022,-0.5620248699673626,-0.7876768533932862,-1.1863233039254257,-0.2878021319597589,-0.3907769734460811,-1.3922568993909772,0.48121480961220603,-0.4518388509691166,0.10042619969904558,0,1,0,0,0,1,0,0
0.0,-1.246598796970022,0.3261174441765913,0.20280760480609467,-0.3970738251886675,-0.2878021319597589,-0.3907769734460811,0.018562486889860053,-0.693179769798292,0.5406119390346111,-0.6816743085664347,0,1,0,0,0,1,0,0
1.0,-1.246598796970022,-1.0685438900052748,-1.0166360148384808,0.004239469084260327,0.9960187737765066,1.4448553835589015,-1.0564823099878204,-0.10598248009304298,-0.5510839299694894,0.10042619969904558,0,1,0,0,0,1,0,0
0.0,-1.2378067857455584,-0.14638266329931532,-0.11396132115468029,-0.7983871194615955,-0.2878021319597589,-0.3907769734460811,-0.5076892974274094,-0.693179769798292,0.14363162303312005,-0.01223141128046009,1,0,1,0,0,0,0,0
0.0,-1.2378067857455584,-0.40306459912933845,-0.7035510518168073,0.004239469084260327,-0.2878021319597589,2.3626715620613927,-0.24031995907796375,-0.10598248009304298,0.8383471760357295,-1.6892551495095103,1,0,0,0,0,1,0,0
